Threshold,AUC,PR AUC,F1,Accuracy,Balanced Accuracy,Sensitivity,Specificity,Precision,Correctly Predicted,Total Samples,Correct Normal,Correct Brugada,False Positives,False Negatives,True Positives,True Negatives,Model,Family,Feature Set,Validation F1
0.3255515396595001,0.7832512315270936,0.4624003369953176,0.43478260869565216,0.8194444444444444,0.6440886699507389,0.35714285714285715,0.9310344827586207,0.5555555555555556,59,72,54,5,4,9,5,54,XGBoost Features,Feature-Based,ECG + metadata ablation,0.6666666666666666
0.33406282132678805,0.7192118226600986,0.45461982072376295,0.5217391304347826,0.8472222222222222,0.6884236453201971,0.42857142857142855,0.9482758620689655,0.6666666666666666,61,72,55,6,3,8,6,55,Random Forest Features,Feature-Based,ECG + metadata ablation,0.6666666666666666
0.5759277378451098,0.6551724137931035,0.4282388762591749,0.21052631578947367,0.7916666666666666,0.5455665024630542,0.14285714285714285,0.9482758620689655,0.4,57,72,55,2,3,12,2,55,AdaBoost,Feature-Based,ECG + metadata ablation,0.7058823529411764
0.26903737420354623,0.7573891625615763,0.3869542888505737,0.4666666666666667,0.7777777777777778,0.6724137931034483,0.5,0.8448275862068966,0.4375,56,72,49,7,9,7,7,49,SVM RBF Features,Feature-Based,ECG + metadata ablation,0.7142857142857143
