Balanced Rank,Rank,Model,Family,Threshold,AUC,PR AUC,F1,Accuracy,Balanced Accuracy,Sensitivity,Specificity,Precision,Correctly Predicted,Total Samples,Correct Normal,Correct Brugada,False Positives,False Negatives,True Positives,True Negatives,Prediction CSV,Validation F1,Feature Set,Epochs Trained,Model Artifact,Pretrain Epochs,Training Effort,Validation F1 Gap,Consistency Score,Performance Score,Safety Score,Efficiency Score,PR AUC mean,F1 mean,Sensitivity mean,Sensitivity std,False Negatives std,Stability Performance Score,Stability Variance Score,Stability Score,Stability Evidence,Balanced Composite Score,Performance/Safety Pareto
1,1,Transfer Learning (In-domain DAE to Classifier),Transfer Learning / Advanced,0.3542519211769104,0.7672413793103449,0.676478182054691,0.6923076923076923,0.8888888888888888,0.7955665024630543,0.6428571428571429,0.9482758620689655,0.75,64,72,55,9,3,5,9,55,/IDSC2026/outputs/predict/Transfer Learning (In domain DAE to Classifier) Predictions.csv,0.6666666666666666,ECG-only primary benchmark,66.0,/IDSC2026/outputs/predict/models/Transfer Learning (In domain DAE to Classifier).keras,90.0,156.0,0.02564102564102566,0.9743589743589743,0.7109991152326822,0.7559113300492611,0.0,,,,,,0.5,0.5,0.5,Not run; neutral fill,0.7201224577641604,True
